入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考,備考,参考文献,調査日,解説,写真,広報,緯度（世界）,経度（世界）,重複文献①,重複文献②,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒
178,311,図書館板碑（2）,,不明,,城町,,市立図書館,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
483,312,応安板碑,,応安7年,1374,城町,,市立図書館,出所：龍積寺境内、花瓶一ヶ上部欠,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.452 No,107",,,,,,,
484,313,文安弥陀板碑,,文安4年,1447,城町,,市立図書館,出所：龍積寺境内、二阿弥,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.462 No,151",,,,,,,
487,314,龍積寺板碑,,不明,,城町,,市立図書館,出所：龍積寺、種子・蓮台の一部のみ,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.466 No,178",,,,,,,
680,315,元享勢至板碑,,元享4年,1324,城町,,市立図書館,出所：下三林町 釈迦堂、三尊、上下共欠,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1011,316,正和三年弥陀一尊板碑,,正和3年,1314,城町,,市立図書館,小新田、出土,,②⑤⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.438 No,33","市誌 歴史編 P.955 No,23",,,,,,
1128,317,永仁板碑,,永仁元年,1293,城町,,市立図書館,出所：山王,,②⑥⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.434 No,12","市誌 歴史編 P.955 No,6",,,,,,
1444,318,阿弥陀如来種子板碑,,暦応6年,1343,城町,,市立図書館,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
239,319,館林町道路元標,道標,大正14年,1925,城町,,市立図書館前(元大辻),厚碑型,,②③,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.489 No,3",,,,,,,
1405,320,釈迦如来種子板碑,,文永10年,1273,館林市,,,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1522,321,阿弥陀如来画像板碑,,不明,,館林地区,,後閑 嘉一郎,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1441,322,阿弥陀如来種子板碑,,建武年間,1334～1336,館林地区,,杉本 八代,種子 キリーク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.956 No,36",,,,,,,
1524,323,阿弥陀如来種子板碑,,不明,,館林地区,,宮杉 あさ,種子 キリーク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1523,324,釈迦如来種子板碑,,不明,,館林地区,,三ッ森 洋三,種子 バク,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1479,325,阿弥陀如来種子板碑,,応永2年,1395,郷谷地区,,岩尾 貞和,種子 キリーク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.957 No,85",,,,,,,
1112,326,田谷馬頭観世音,,明治13年,1880,田谷町,谷中（田谷東端）,,柱型、土地改良のため南寄り現在地へ移動する,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
332,327,建武弥陀一尊板碑,,建武年間,1334～1337,田谷町,,稲荷神社,種子、キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.444 No,64",,,,,,,
333,328,建武五年弥陀一尊板碑,,建武5年,1338,田谷町,,稲荷神社,種子 キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.444 No,63",,,,,,,
334,329,貞治二年弥陀一尊板碑,,貞治2年,1363,田谷町,,稲荷神社,種子、キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.450 No,99",,,,,,,
335,330,貞治六年弥陀一尊板碑,,貞治6年,1367,田谷町,,稲荷神社,種子、キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
307,331,田谷十九夜塔,,嘉永2年,1849,田谷町,,観音堂,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
381,332,田谷普門品供養塔,,文政元年,1818,田谷町,,観音堂,柱型、笠付き,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1064,333,聖観音菩薩,立像,大正年間,1912～1926,田谷町,,観音堂,銅造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1065,334,観音菩薩座像,座像,不明,,田谷町,,観音堂,銅造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1125,335,田谷十九夜,,嘉永2年,1849,田谷町,,観音堂境内,柱型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
319,336,田谷宝永庚申塔,,宝永5年,1708,田谷町,,田谷墓地,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1084,337,田谷庚申,,宝永5年,1708,田谷町,,田谷墓地,舟型背面、青面金剛三猿浮彫,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
274,338,田谷宝暦馬頭尊,,宝暦5年,1755,田谷町,,,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
290,339,田谷、谷中馬頭尊,,明治13年,1880,田谷町,,,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
308,340,千塚十九夜塔,座像,明治29年,1896,千塚町,,常栄寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1127,341,千塚十九夜,,明治29年,1896,千塚町,,常栄寺境内,柱型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
283,342,千塚天保馬頭尊,,天保12年,1841,千塚町,,千塚判官塚,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
284,343,千塚弘化馬頭尊,,弘化3年,1846,千塚町,,千塚判官塚,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
288,344,小暮馬頭尊,,明治8年,1875,千塚町,,千塚判官塚,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
291,345,浜野馬頭尊,,明治18年,1885,千塚町,,千塚判官塚,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
314,346,千塚延宝庚申塔,,延宝8年,1680,千塚町,,千塚判官塚,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
316,347,千塚延宝庚申塔,,延宝8年,1680,千塚町,,千塚判官塚,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
321,348,享保青面金剛尊,,享保20年,1735,千塚町,,千塚判官塚,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
322,349,寛政小暮庚申塔,,寛政12年,1800,千塚町,,千塚判官塚,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
325,350,千塚萬延庚申塔,,萬延元年,1860,千塚町,,千塚判官塚,自然石、卵型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1116,351,千塚馬頭観世音,,天保12年,1841,千塚町,,判官塚,柱型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1117,352,浜野家馬頭観世音,,明治18年,1885,千塚町,,判官塚,柱型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1115,353,腰高家馬頭観世音,,文化3年,1806,千塚町,,判官塚,駒型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1118,354,小暮家馬頭観世音,,明治8年,1875,千塚町,,判官塚,柱型、治→和の訂正書き有,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
262,355,千塚寛文釈迦如来,座像,寛文9年,1669,千塚町,,千塚墓地,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1070,356,釈迦如来,坐像,寛文9年,1669,千塚町,,千塚墓地中央,石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
297,357,長吉馬頭尊,,昭和9年,1934,千塚町,,,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
329,358,三猿浮彫り庚申塔,,不明,,当郷町,,荒川藤七,舟型、三猿浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
312,359,延宝三猿庚申塔,,延宝5年,1667,当郷町,,荒川藤七,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
296,360,飯塚馬頭尊,,昭和3年,1928,当郷町,,飯塚 久雄,碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
327,361,勘七猿田彦,,昭和11年,1936,当郷町,,今成 勘七,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
306,362,土橋十九夜念佛供養塔,座像,宝暦5年,1755,当郷町,,新田集会所,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
315,363,新田延宝庚申塔,,延宝8年,1680,当郷町,,新田集会所,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
265,364,善長寺寛保地蔵尊,立像,寛保3年,1743,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
268,365,善長寺地蔵尊（1）,立像,不明,,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
269,366,善長寺地蔵尊（2）,立像,不明,,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
270,367,善長寺地蔵尊（3）,立像,不明,,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
272,368,善長寺六地蔵,立像,延宝7年,1679,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
275,369,土橋馬頭尊,,宝暦6年,1756,当郷町,,善長寺,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
278,370,文化馬頭尊,,文化12年,1815,当郷町,,善長寺,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
279,371,越沢馬頭尊,,文政5年,1822,当郷町,,善長寺,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
281,372,内田馬頭尊,,天保9年,1838,当郷町,,善長寺,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
282,373,天保馬頭尊,,天保12年,1841,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
285,374,嘉永馬頭尊,,嘉永6年,1853,当郷町,,善長寺,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
287,375,石井馬頭尊,,安政3年,1856,当郷町,,善長寺,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
289,376,弥平馬頭尊,,明治12年,1879,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
292,377,村田馬頭尊,,明治23年,1890,当郷町,,善長寺,碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
293,378,丑次郎馬頭尊,,明治27年,1894,当郷町,,善長寺,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
294,379,七蔵馬頭尊,,大正7年,1918,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
295,380,町田馬頭尊,,大正13年,1924,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
298,381,熊藏馬頭尊,,昭和11年,1936,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
299,382,姫野号馬頭尊,,昭和15年,1940,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
300,383,像馬頭尊,,不明,,当郷町,,善長寺,舟型背面（銘なし）、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
301,384,根岸馬頭尊,,不明,,当郷町,,善長寺,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
302,385,藤八馬頭尊,,不明,,当郷町,,善長寺,柱型、文字（上部欠）,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
303,386,柱型馬頭尊,,不明,,当郷町,,善長寺,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
304,387,利兵衛馬頭尊,,不明,,当郷町,,善長寺,柱型（石面剥離）、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
309,388,善長寺不動尊,,元文2年,1737,当郷町,,善長寺,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
310,389,善長寺辨財天,,明治30年,1897,当郷町,,善長寺,屋型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
336,390,応永二年弥陀一尊板碑,,応永2年,1395,当郷町,,善長寺,天蓋、花瓶1個,,②③⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.456 No,122","市誌 歴史編 P.958 No,84",,,,,,
340,391,善長寺宝篋印塔（1）,,永徳3年,1383,当郷町,,善長寺,相輪、笠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
341,392,善長寺宝篋印塔（2）,,元和6年,1620,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
342,393,善長寺宝篋印塔（3）,,元和8年,1622,当郷町,,善長寺,相輪、笠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
343,394,善長寺宝篋印塔（4）,,元和8年,1622,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
344,395,善長寺宝篋印塔（5）,,元和9年,1623,当郷町,,善長寺,相輪欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
345,396,善長寺宝篋印塔（6）,,元和9年,1623,当郷町,,善長寺,祥室院殿の墓、市・指定,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
346,397,善長寺宝篋印塔（7）,,元和9年,1623,当郷町,,善長寺,笠・塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
347,398,善長寺宝篋印塔（8）,,寛永4年,1627,当郷町,,善長寺,相輪欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
348,399,善長寺宝篋印塔（9）,,寛永4年,1627,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
349,400,善長寺宝篋印塔（10）,,寛永8年,1631,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
350,401,善長寺宝篋印塔（11）,,寛永10年,1633,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
351,402,善長寺宝篋印塔（12）,,寛永11年,1634,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
352,403,善長寺宝篋印塔（13）,,寛永11年,1634,当郷町,,善長寺,笠・塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
353,404,善長寺宝篋印塔（14）,,寛永12年,1635,当郷町,,善長寺,笠・塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
354,405,善長寺宝篋印塔（15）,,寛永14年,1637,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
355,406,善長寺宝篋印塔（16）,,寛永14年,1637,当郷町,,善長寺,相輪欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
356,407,善長寺宝篋印塔（17）,,寛永15年,1638,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
357,408,善長寺宝篋印塔（18）,,寛永15年,1638,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
358,409,善長寺宝篋印塔（19）,,寛永16年,1639,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
359,410,善長寺宝篋印塔（20）,,寛永17年,1640,当郷町,,善長寺,笠・塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
360,411,善長寺宝篋印塔（21）,,寛永19年,1642,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
361,412,善長寺宝篋印塔（22）,,万治2年,1659,当郷町,,善長寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
362,413,善長寺宝篋印塔（23）,,寛文9年,1669,当郷町,,善長寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
363,414,善長寺宝篋印塔（24）,,不明,,当郷町,,善長寺,塔身のみ,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
364,415,善長寺宝篋印塔（25）,,不明,,当郷町,,善長寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
380,416,戒壇石,,文化6年,1809,当郷町,,善長寺,柱型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1504,417,種子不明板碑,,不明,,当郷町,,善長寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1569,418,宝篋印塔基礎銘,,不明,,当郷町,,善長寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1589,419,竹外杉先生碑,,明治14年,1881,当郷町,,善長寺杉家墓地内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1590,420,陋軒吉田先生墓所碑,,明治19年,1886,当郷町,,善長寺吉田家墓地内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1594,421,尾形赤峰碑,,昭和13年,1938,当郷町,,善長寺尾形家墓地,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1591,422,芭蕉句碑,,不詳,,当郷町,,善長寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1592,423,英霊碑,,昭和28年,1953,当郷町,,善長寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1593,424,前山巨峰句碑,,昭和48年,1973,当郷町,,善長寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1588,425,ぬかるみ師弟句碑,,昭和51年,1976,当郷町,,善長寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
376,426,文政道祖神,,文政12年,1829,当郷町,,当郷本郷,石殿造り造殿,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
377,427,本郷道祖神,,天保8年,1837,当郷町,,当郷本郷,石殿造り,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
317,428,土橋貞享庚申塔,,貞享2年,1685,当郷町,,当郷薬師堂,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
324,429,天保自然石庚申塔,,天保6年,1835,当郷町,,当郷薬師堂,自然石、卵型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1089,430,判官塚庚申,,延宝8年,1680,当郷町,,新当郷判官塚,舟型背面、青面金剛三猿浮彫,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1090,431,判官塚青面金剛,,享保20年,1735,当郷町,,新当郷判官塚,柱型、文字,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1091,432,判官塚庚申（1）,,寛政12年,1800,当郷町,,新当郷判官塚,柱型、文字,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1092,433,判官塚庚申（2）,,萬延元年,1860,当郷町,,新当郷判官塚,自然石、碑型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
313,434,亀井の庚申塔,,延宝7年,1679,当郷町,,新当郷亀井,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
374,435,坂下らいでん道道標,道標,天保6年,1835,当郷町,,新当郷坂下,柱型,,②③,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.490 No,6",,,,,,,
373,436,坂下馬頭尊道標,道標,天保4年,1833,当郷町,,新当郷坂下,柱型,No.280と同様,,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.490 No,5",市誌 歴史編 P.771 ①,,,,,,
1587,437,六代目東関記念碑,,大正7年,1918,当郷町,,新当郷町浜野知司氏宅地内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
323,438,文政文字庚申塔,,文政12年,1829,当郷町,,松林寺,自然石、卵型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
365,439,松林寺宝篋印塔（1）,,寛永16年,1639,当郷町,,松林寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
366,440,松林寺宝篋印塔（2）,,寛文12年,1672,当郷町,,松林寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
367,441,松林寺宝篋印塔（3）,,寛文12年,1672,当郷町,,松林寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
368,442,松林寺宝篋印塔（4）,,延宝9年,1681,当郷町,,松林寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
369,443,松林寺宝篋印塔（5）,,不明,,当郷町,,松林寺,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
263,444,土橋丸彫り地蔵尊,立像,寛永6年,1629,当郷町,,薬師堂,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
382,445,秩父、西國、坂東巡礼塔,,文政元年,1818,当郷町,,薬師堂,柱型、笠付き,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
326,446,多平庚申塔,,明治30年,1897,当郷町,,谷津 隆,柱型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1093,447,谷津家庚申,,明治30年,1897,当郷町,,谷津家屋敷,柱型、文字,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
271,448,定林地蔵尊,立像,不明,,当郷町,,,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
280,449,坂下馬頭尊,,天保4年,1833,当郷町,,,柱型、文字(道しるべ兼ねる),No.373と同様,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1137,450,応永板碑,,応永22年,1415,不明,,,出所：堀江氏宅,,②⑥⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.458 No,134","市誌 歴史編 P.958 No,91",,,,,,
267,451,天保市左ヱ門地蔵尊,立像,天保4年,1833,細内町,,細内墓地,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
273,452,細内六地蔵尊,立像,安永9年,1780,細内町,,細内墓地,丸彫、頭部欠,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
277,453,腰高文化馬頭尊,,文化3年,1806,細内町,,細内墓地,駒型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
286,454,久右ヱ門馬頭尊,,嘉永7年,1854,細内町,,細内墓地,厚碑型、文字,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
330,455,徳治二年板碑,,徳治2年,1307,細内町,,細内墓地,種子、キリーク,,②③,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.436 No,26",,,,,,,
331,456,元応二年板碑,,元応2年,1319,細内町,,細内墓地,種子、キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
337,457,応永板碑,,応永年間,1394～1427,細内町,,細内墓地,種子、キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
338,458,細内板碑（1）,,不明,,細内町,,細内墓地,種子、キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
339,459,細内板碑（2）,,不明,,細内町,,細内墓地,種子、キリーク,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
276,460,岩上安永馬頭尊,,安永7年,1778,細内町,,細内墓地東,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
311,461,細内寛文庚申塔,,寛文5年,1665,細内町,,細内墓地東,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
375,462,四ツ谷道祖神,,享和3年,1803,四ツ谷町,,稲荷神社,屋型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
266,463,四ツ谷寛政地蔵尊,立像,寛政7年,1795,四ツ谷町,,稲荷神社前,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
305,464,四ツ谷十九夜念佛供養塔,,宝暦3年,1753,四ツ谷町,,稲荷神社前,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
328,465,四ツ谷浮彫り庚申塔,,不明,,四ツ谷町,,稲荷神社前,舟型、三猿浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
264,466,四ツ谷正徳地蔵尊,立像,正徳6年,1716,四ツ谷町,,稲荷神社前,丸彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
372,467,湯殿山道標,道標,文政12年,1829,四ツ谷町,,稲荷神社前,柱型,,②③⑧,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.490 No,4",市誌 歴史編 P.772 ②,,,,,,
379,468,享和普門品供養塔,,享和3年,1803,四ツ谷町か,,稲荷神社前,柱型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
383,469,快元普門品供養塔,,文政12年,1829,四ツ谷町か,,稲荷神社前,柱型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
318,470,四ツ谷元禄庚申塔,,元禄5年,1692,四ツ谷町,,宝寿院,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
320,471,四ツ谷享保庚申塔,,享保11年,1726,四ツ谷町,,宝寿院,舟型背面、像浮彫,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
370,472,宝寿院宝篋印塔（1）,,元禄13年,1700,四ツ谷町,,宝寿院,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
371,473,宝寿院宝篋印塔（2）,,不明,,四ツ谷町,,宝寿院,,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
378,474,春仙百万遍供養塔,,寛延3年,1750,四ツ谷町,,宝寿院,五輪塔型,,③,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1107,475,神村家馬頭観世音,,昭和6年,1931,大島町,本郷,神村家屋敷内3-903,柱型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1059,476,地蔵菩薩（3）,立像,不明,,大島町,本郷,大島文館裏,石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1054,477,釈迦如来,立像,延宝5年,1677,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1055,478,聖観音菩薩,立像,延宝4年,1676,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1056,479,如意輪観音,座像,享保5年,1720,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1057,480,地蔵菩薩（1）,立像,明暦2年,1656,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1058,481,地蔵菩薩（2）,立像,延宝元年,1673,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1080,482,本郷青面金剛,,享保18年,1733,大島町,本郷,本郷天満宮前,柱型、笠、文字、二猿,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1077,483,岡里倉持家屋敷庚申,,萬延元年,1860,大島町,岡里,2-310,碑型、文字,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1102,484,関沢家馬頭観世音,,明和9年,1934,大島町,岡里,岡里堤防,碑型,,⑥,,,,,0.00000000 ,0.00000000 ,,,,,,,,
